cname,phone,website,email,url
Mahendra Bindeshwori Campus,031-520092,https://www.collegenp.com/college/mahendra-bindeshwari-multiple-campus-saptari/,info@smbmcampus.edu.,https://www.collegesnepal.com/mahendra-bindeshwori-campus/
Mahendra Boudha Secondary School,01-4331982,mbss.edu.np,mahendraboudha@gmail.com,https://www.collegesnepal.com/mahendra-boudha-secondary-school/
Mahendra Campus,025-521546,http://mmcdharan.edu.np/#sthash.Ka5n0x90.dpuf,mmcdharan@gmail.com,https://www.collegesnepal.com/mahendra-campus/
Mahendra Morang Adarsh Multiple Campus,021-471438,www.mmamc.edu.np,info@mmamc.edu.np,https://www.collegesnepal.com/mahendra-morang-adarsh-multiple-campus/
Mahendra Multiple Campus Nepalgunj,081-528041,http://www.mmcampus.edu.np,info@mmcampus.edu.np,https://www.collegesnepal.com/mahendra-multiple-campus/
Mahendra Rastriya Secondary School,01-4421716,https://mrss.edu.np/,mrsstech.edu@gmail.com,https://www.collegesnepal.com/mahendra-rastriya-secondary-school/
Mahendra Ratna Campus Kathmandu,01-4271709,http://mrctu.edu.np,info@mrc.tu.edu.np,https://www.collegesnepal.com/mahendra-ratna-campus-kathmandu/
Mahendra Ratna Multiple Campus Ilam,027-520020,mrmcampusilam.edu.np/,info@mrmcampusilam.edu.np,https://www.collegesnepal.com/mahendra-ratna-multiple-campus-illam/
Maiya Devi Campus,056-493495,https://maiyadevigirlscollege.edu.np/,info@maiyadevigirlscollege.edu.np,https://www.collegesnepal.com/maiya-devi-campus/
Makwanpur Multiple Campus,057-520620,http://www.mmchetauda.org#sthash.iAQxkEOz.dpuf,mmc@ntc.net.np,https://www.collegesnepal.com/makwanpur-multiple-campus/
Malpi Institute,01-4410482,https://www.malpiins.edu.np/,admissions@mic.edu.np,https://www.collegesnepal.com/malpi-institute/
Malpi International College,01-4372986,https://mic.edu.np,info@mic.edu.np,https://www.collegesnepal.com/malpi-international-college/
MANAGEMENT DEVELOPMENT CAMPUS,01-4411902,www.man.org.np,man@man.org.np,https://www.collegesnepal.com/man-management-development-campus/
Manasalu Public Secondary School,01-4360634,https://manasluschool.edu.np/,info@mphss.edu.np,https://www.collegesnepal.com/manasalu-public-secondary-school/
Mangal Secondary School,01-4330544,http://www.mangalschool.edu.np/,info@mangalschool.edu.np,https://www.collegesnepal.com/mangal-secondary-school/
Manipal College of Medical Sciences,061-440387,www.manipal.edu.np/,marketing@manipalgroup.com,https://www.collegesnepal.com/manipal-college-of-medical-science/
Manmohan Memorial College,01-4360271,http://www.manamohancollege.edu.np/,info@manamohancollege.edu.np,https://www.collegesnepal.com/manmohan-memorial-college/
Manmohan Memorial Institute of Health Sciences,977-1-5908745,www.mmihs.edu.np,info@mmihs.edu.np,https://www.collegesnepal.com/manmohan-memorial-institute-of-health-sciences/
Marsyangdi Multiple Campus,066-520213,http://marshyangdimultiplecampus.edu.np/#sthash.G1yt9KdW.dpuf,info@marshyangdimultiplecampus.edu.np,https://www.collegesnepal.com/marsyangdi-multiple-campus/
Martyr Ramnath Multiple (MRM) Campus,01-4360969,http://www.mrmcampus.edu.np/#sthash.13vfNmch.dpuf,collegemrm@yahoo.com,https://www.collegesnepal.com/martyr-ramnath-multiple-mrm-campus/
Mayadevi Technical Institute,071-445168,mayadevi.edu.np,mayadevicollege@gmail.com,https://www.collegesnepal.com/mayadevi-technical-institute/
MB Kedia Dental College,051-691620,www.mbkediadentalcollege.com,mbkdentalcollege@yahoo.co.in,https://www.collegesnepal.com/mb-kedia-dental-college/
Mechi Multiple Campus,023-455044,http://www.mechicampus.edu.np,info@mechicampus.edu.np,https://www.collegesnepal.com/mechi-multiple-campus/
Medhavi College,01-4782634,www.medhavicollege.edu.np,info@medavicollege.edu.np,https://www.collegesnepal.com/medhavi-college/
Mid West Academy and Research Institute,082-522957,http://www.mari.edu.np,info@mari.edu.np,https://www.collegesnepal.com/mid-west-academy-and-research-institute/
Mid-Valley International College,01-4437188,www.midvalley.edu.np/,info@midvalley.edu.np,https://www.collegesnepal.com/mid-valley-international-college/
Mid-western University School of Contemporary Studies,083-524275,www.mwu.edu.np,info@mu.edu.np,https://www.collegesnepal.com/mid-western-university-school-of-contemporary-studies/
Mid-western University School of Management and Business Studies,083-525488,www.mwu.edu.np,info@mu.edu.np,https://www.collegesnepal.com/mid-western-university-school-of-management-and-business-studies/
Mid-western University School of Physical and Life Sciences,083-524275,www.mwu.edu.np,info@mu.edu.np,https://www.collegesnepal.com/mid-western-university-school-of-physical-and-life-sciences/
Milestone International College,01-5186660,https://www.milestonecollege.edu.np,info@milestonecollege.edu.np,https://www.collegesnepal.com/milestone-international-college/
Milton International College,01-4472385,http://www.milton.edu.np,info@milton.edu.np,https://www.collegesnepal.com/milton-international-college/
Mirror Institute,083520032,https://mirrorinstitute.edu.np/,mirrorinstitute2058gmail.com,https://www.collegesnepal.com/mirror-institute/
Model Campus Damak,023-580655,https://modelcampusdamak.edu.np/,info@modelcampusdamak.edu.np,https://www.collegesnepal.com/model-campus-damak/
Model College of Management,01-5342121,www.ktmmodelcollege.edu.np,info@ktmmodelcollege.edu.np,https://www.collegesnepal.com/model-college-of-management/
Model Institute of Technology,01-5901393,https://mitnepal.edu.np/,info@mitnepal.edu.np,https://www.collegesnepal.com/model-institute-of-technology/
Modern Kanya Multiple College,01-4590647,https://modernkanyacollege.edu.np/,modernkanyacollege@gmail.com,https://www.collegesnepal.com/modern-kanya-multiple-college/
Modern Nepal College,01-2020052,www.mncollege.edu.np,mncb03@yahoo.com,https://www.collegesnepal.com/modern-nepal-college/
Modern Technical College,01-5555630,http://mtc.edu.np/,mtechcollege@gmail.com,https://www.collegesnepal.com/modern-technical-college/
Morgan International College,+977-01-4956876,morgancollege.edu.np,info@morgancollege.edu.np,https://www.collegesnepal.com/morgan-international-college/
Moscow International College,01-5524284,www.moscowcollege.edu.np#sthash.rx5CLOpY.dpuf,info@moscowcollege.edu.np,https://www.collegesnepal.com/moscow-international-college/
Mount Annapurna Campus,061-522650,www.macpokhara.edu.np,macpokhara@gmail.com,https://www.collegesnepal.com/mount-annapurna-campus/
Musikot Khalanga Bahumukhi Campus,088-680306,https://www.collegenp.com/college/musikot-multiple-campus-rukum/,musikotcampus@yahoo.com,https://www.collegesnepal.com/musikot-khalanga-bahumukhi-campus/
Myagdi Campus,069-520109,https://myagdicampus.edu.np/,myagdicampus@gmail.com,https://www.collegesnepal.com/myagdi-campus/
Myanglung Campus,026-460120,https://myanglungcampus.edu.np/,https://myanglungcampus.edu.np/,https://www.collegesnepal.com/myanglung-campus/
Naaya Aayam Multi-disciplinary Institute (NAMI),"+977 01-5920335, 01-5929336",www.nami.edu.np,info@nami.edu.np,https://www.collegesnepal.com/nami-college/
Nagarik College of Health Sciences,01-4154076,https://nagarikhealthsciences.edu.np/,info@nagarikhealthsciences.edu.np,https://www.collegesnepal.com/nagarik-college-of-health-sciences/
Nagarjuna College of IT,01-5268890,nagarjunacollege.edu.np,ncitcollege@hotmail.com,https://www.collegesnepal.com/nagarjuna-college-of-it/
NAIHS-College of Medicine,01-4881259,www.naihs.edu.np/,info@naihs.edu.np,https://www.collegesnepal.com/naihs-college-of-medicine/
NAMI Institute,9841907112,https://nami.edu.np/,info@nami.edu.np,https://www.collegesnepal.com/nami-institute/
Namuna College of Fashion Technology,01-4377201,www.namuna.edu.np,ncft@namuna.edu.np,https://www.collegesnepal.com/namuna-college-of-fashion-technology/
Narayani Polytechnic Institute,056-493316,https://npictevt.edu.np/welcome,npictevt@gmail.com,https://www.collegesnepal.com/narayani-polytechnic-institute/
Nasa International College,01-4460397,www.nasacollege.com,info@nasacollege.com,https://www.collegesnepal.com/nasa-international-college/
NAST(National Academy of Science and Technology),091-521312,www.nast.edu.np,contact@nast.edu.np,https://www.collegesnepal.com/nast-national-academy-of-science-and-technology/
National College for Higher Education,01-4540410,www.nationalcollege.edu.np,info@nationalcollege.edu.np,https://www.collegesnepal.com/national-college-for-higher-education/
National College of Accountancy,01-4479474,http://nca.edu.np/,admin@nca.edu.np,https://www.collegesnepal.com/national-college-of-accountancy/
National College of Computer Studies,01-4251711,www.nccs.edu.np,info@nccs.edu.np,https://www.collegesnepal.com/national-college-of-computer-studies-nccs/
National College of Engineering,01-6203600,www.nce.edu.np,info@nce.edu.np,https://www.collegesnepal.com/national-college-of-engineering/
National College of Food Science and Technology (NCFST),01-4360367,www.nistfood.edu.np/,foodtech.ncfst@gmail.com,https://www.collegesnepal.com/national-college-of-food-science-and-technology-ncfst/
National College of Management and Technical Sciences,01-4350270,http://www.nneapt.edu.np,info@nneapt.com,https://www.collegesnepal.com/national-college-of-management-and-technical-sciences/
National College of Technical Science,056-520806,https://ncts.edu.np/,info@ncts.edu.np/nationalcollege83@gmail.com,https://www.collegesnepal.com/national-college-of-technical-science/
National College(NACOL),01-4360367,http://www.nacolnist.edu.np/,info@nacol.edu.np,https://www.collegesnepal.com/national-college-nacol/
National Engineering College,01-6203600,nce.edu.np,info@nce.edu.np,https://www.collegesnepal.com/national-engineering-college/
National Infotech College,051-417200,http://www.nationalinfotech.edu.np,info@nationalinfotechcollege.edu.np,https://www.collegesnepal.com/national-infotech-college/
National Institute of Science and Technology(NIST),01-4422050,www.nist.edu.np/,info@nist.edu.np,https://www.collegesnepal.com/national-institute-of-science-and-technology-nist/
National Integrated College (NIC),01-4017603,http://www.nic.edu.np/,info@nic.edu.np,https://www.collegesnepal.com/national-integrated-college-nic/
National Medical College,051-532260,http://www.nmcbir.edu.np,md@nmcbir.edu.np,https://www.collegesnepal.com/national-medical-college/
National Model College for Advanced Learning,01-4360367,http://nist.edu.np/nmcal,nacolnist@wlink.com.np,https://www.collegesnepal.com/national-model-college-for-advanced-learning/
National Multiple College,01-5544367,nmcms.edu.np,info@nmcms.edu.np,https://www.collegesnepal.com/national-multiple-college/
National Open College,01-5520326,www.noc.edu.np/,apply@noc.edu.np,https://www.collegesnepal.com/national-open-college/
National School of Sciences,01-4422050,www.nist.edu.np,info@nist.edu.np,https://www.collegesnepal.com/national-school-of-sciences/
Nava Jeewan Secondary School and College,01-4352173,https://nea.edu.np/,info@njhs.edu.np,https://www.collegesnepal.com/nava-jeewan-secondary-school-and-college/
Nava Jyoti English Secondary School,01-5199339,navajyoti.edu.np,navajyotisc@gmail.com,https://www.collegesnepal.com/nava-jyoti-english-secondary-school/
Navodit College,01-4965851,http://www.navodit.edu.np,info@navodit.edu.np,https://www.collegesnepal.com/navodit-college/
NCA College of Management,014790241,https://nca.edu.np/,admin@nca.edu.np,https://www.collegesnepal.com/nca-college-of-management/
Neel Barahi Secondary School,01-5125017,nbhss.edu.np,nbhssedu@nbhss.edu.np,https://www.collegesnepal.com/neel-barahi-secondary-school/
Nepal Academy of Tourism and Hotel Management,01-4270073,www.nathm.edu.np,nathm@mos.com.np,https://www.collegesnepal.com/nepal-academy-of-tourism-hotel-management-nathm/
Nepal Adarsha Campus,063-440219,miracleeducation.edu.np,https://admissionnepal.com/nepaladarshaschool/about-us,https://www.collegesnepal.com/nepal-adarsha-campus/
Nepal Armed Police Force School,01-4335622,https://www.napfs.edu.np/,"nepalapfschool@gmail.com,",https://www.collegesnepal.com/nepal-armed-police-force-school/
Nepal Ayurved Medical College and Teaching Hospital,051-529373,namc.edu.np,info@namc.edu.np,https://www.collegesnepal.com/nepal-ayurved-medical-college-and-teaching-hospital/
Nepal Business College,021-511729,https://nbc.edu.np/about-us,info@nbc.edu.np,https://www.collegesnepal.com/nepal-business-college/
Nepal College of Development Studies,01-4782982,http://nepalschoolofsocialwork.org,academianssw@gmail.com,https://www.collegesnepal.com/nepal-college-of-development-studies/
Nepal College of Information Technology,"01-5186354, 5186354",https://ncit.edu.np/,info@ncit.edu.np,https://www.collegesnepal.com/nepal-college-of-information-technology-ncit/
Nepal College of Management,01-5540752,ncm.edu.np/,info@ncm.edu.np,https://www.collegesnepal.com/nepal-college-of-management/
Nepal College of Travel & Tourism Management,01-4465930,www.ncttm.edu.np,ncttm@ncttm.edu.np,https://www.collegesnepal.com/nepal-college-of-travel-tourism-management/
Nepal Commerce Campus,01-4482344,www.ncc.edu.np,info@ncc.edu.np,https://www.collegesnepal.com/nepal-commerce-campus/
Nepal Engineering College,01-5221006,www.nec.edu.np,info@nec.edu.np,https://www.collegesnepal.com/nepal-engineering-college/
Nepal Film Campus,01-4478801,https://nepalfilmcampus.com/,principal@nepalfilmcampus.com,https://www.collegesnepal.com/nepal-film-campus/
Nepal Homeopathic Medical College,021-435300,www.homeopathynepal.com,homoeopathic@wlink.com.np,https://www.collegesnepal.com/nepal-homeopathic-medical-college/
Nepal Institute of Health Sciences,01-4470224,http://www.stupahealth.org.np/nihs,info@nihs.edu.np,https://www.collegesnepal.com/nepal-institute-of-health-sciences/
Nepal Institute of Management and Science(NIMS),01-5438017,www.nims.edu.np,info@nims.edu.np,https://www.collegesnepal.com/nims-nepal-institute-of-management-and-science/
Nepal Kasthamandap College,01-5224038,http://kasthamandapcollege.edu.np/,kasthamandapcollege@gmail.com,https://www.collegesnepal.com/nepal-kasthamandap-college/
Nepal Law Campus,01-4225358,www.nlc.edu.np/,info@nlc.edu.np,https://www.collegesnepal.com/nepal-law-campus/
Nepal Medical College,01-4911008,www.nmcth.edu/,principal@nmcth.edu,https://www.collegesnepal.com/nepal-medical-college/
Nepal Mega College,01-5705488,http://www.nepalmegacollege.edu.np,support@eduker.com,https://www.collegesnepal.com/nepal-mega-college/
Nepal Mountain Academy,01-5244888,https://nma.gov.np/,"bms@nepalmountain.edu.np, parbatiya@gmail.com",https://www.collegesnepal.com/nepal-mountain-academy/
Nepal Police School,01-4356160,nps.edu.np,npssanga_admin@nepalpolice.gov.np,https://www.collegesnepal.com/nepal-police-school/
Nepal Polytechnic Institute,056-421261,https://npi.edu.np/,info@npi.edu.np,https://www.collegesnepal.com/nepal-polytechnic-institute/
Nepal Rastriya Chandraganga Secondary School,+977-83-690440,http://www.nrcb.edu.np/,nerasecschool@gmail.com,https://www.collegesnepal.com/nepal-rastriya-chandraganga-secondary-school/
Nepal School of Social Work,01-4785051,http://www.nepalschoolofsocialwork.org/,academianssw@gmail.com,https://www.collegesnepal.com/nepal-school-of-social-work/
Nepal Tourism And Hotel Management College,061-432333,http://www.nthmcpkr.com,nthmc@fewanet.com.np,https://www.collegesnepal.com/nepal-tourism-and-hotel-management-college/
Nepalaya College,01-4275203,https://nepalaya.edu.np/,contact@nepalaya.edu.np,https://www.collegesnepal.com/nepalaya-college/
Nepalese Army Institute of Health Sciences,01-4881259,www.naihs.edu.np,info@naihs.edu.np,https://www.collegesnepal.com/nepalese-army-institute-of-health-sciences/
Nepalgunj College of Management and technology,081-522883,http://www.nepalgunjcollege.edu.np/,info@nepalgunjcollege.edu.np,https://www.collegesnepal.com/nepalgunj-college-of-management-and-technology/
Nepalgunj Medical College,081-521572,www.ngmc.edu.np/,ngmc_npj@wlink.com.np,https://www.collegesnepal.com/nepalgunj-medical-college/
Nepalgunj Technical College,081-526930,https://www.ntc.edu.np/,ntc.college08@gmail.com,https://www.collegesnepal.com/nepalgunj-technical-college/
Nesfield International College,01-5525125,https://nesfield.edu.np/,info@nesfield.edu.np,https://www.collegesnepal.com/nesfield-international-college/
New Capital College,056-560987,https://ncsschitwan.edu.np/,info@ncsschitwan.edu.np,https://www.collegesnepal.com/capital-college/
New Himalayan Vidya Mandir Secondary School,01-4471579,https://himalayanacademy.edu.np/,himalayan.1995@gmail.com,https://www.collegesnepal.com/new-himalayan-vidya-mandir-secondary-school/
New Horizon College,9847107065,http://newhorizon.edu.np,info@newhorizon.edu.np,https://www.collegesnepal.com/new-horizon-college/
New Millennium College,01-4527987,https://nema.edu.np/,info@nema.edu.np,https://www.collegesnepal.com/new-millennium-college/
New Summit College,01-4473901,www.newsummit.edu.np/,info@newsummit.edu.np,https://www.collegesnepal.com/new-summit-college/
New Zenith English Model Secondary School,01-4249164,https://newzenith.edu.np/,newzenithschool@gmail.com,https://www.collegesnepal.com/new-zenith-english-model-secondary-school/
Nicholson College (HSS),01-6615931,nicholson.edu.np,nicholson@enet.com,https://www.collegesnepal.com/nicholson-college-hss/
Nihareeka College of Management and IT,021-512863,http://nihareekacollege.edu.np/,nihareekacollegebrt@gmail.com,https://www.collegesnepal.com/nihareeka-college-of-management-and-it/
Nil Kantha Campus,010-520369,https://nilkanthacampus.edu.np/,info@nilkanthacampus.com.np,https://www.collegesnepal.com/nil-kantha-campus/
NIST College Banepa,011-660792,https://nistcollege.edu.np/,info@nistcollege.edu.np,https://www.collegesnepal.com/nist-college-banepa/
Nobel Academy,01-4781401,https://nobel.edu.np/,info@nobel.edu.np,https://www.collegesnepal.com/nobel-academy/
Nobel College,01-4110525,www.nobelcollege.edu.np/,info@nobelcollege.edu.np,https://www.collegesnepal.com/nobel-college/
Nobel Medical College,"021-460736,",http://www.nobelmedicalcollege.com.np/,info@nobelmedicalcollege.com.np,https://www.collegesnepal.com/nobel-medical-college/
Norvic Institute of Nursing Education,01-4017577,www.norviceducations.edu.np,info@norviceducations.com,https://www.collegesnepal.com/norvic-institute-of-nursing-education/
Nova International College,01-4107030,novacollege.edu.np,ymkarki@yahoo.com,https://www.collegesnepal.com/nova-international-college/
Novel Academy,061-535629,https://www.novel.edu.np/,info@novel.edu.np,https://www.collegesnepal.com/novel-academy/
NPI Narayani Samudayik Nursing College,056-533133,http://www.npibharatpur.org.np,npinsgcollege10@yahoo.com,https://www.collegesnepal.com/npi-narayani-samudayik-nursing-college/
NTP Tourism Affairs College,01-4442098,https://ntpcollege.edu.np/,info@ntpcollege.edu.np,https://www.collegesnepal.com/ntp-tourism-affairs-college/
Nuwakot Adarsha Bahumukhi Campus,010-560157,https://nabc.edu.np/,namc.nuwakot@gmail.com,https://www.collegesnepal.com/nuwakot-adarsha-campus/
Oasis Medical College,056-530577,https://www.omc.edu.np/,info@omc.edu.np,https://www.collegesnepal.com/oasis-medical-college/
Ojashwi College,01-5425393,https://www.ojashwicollege.edu.np/,mail@ojashwicollege.edu.np,https://www.collegesnepal.com/ojashwi-college/
Okhaldhunga Campus,037-520028,https://www.collegenp.com/college/okhaldhunga-campus-okhaldhunga/,info@cjmcsarlahi.edu.np,https://www.collegesnepal.com/okhaldhunga-campus/
Olympia World Secondary School,01-4220449,https://olympia.edu.np/,admissions@olympia.edu.np,https://www.collegesnepal.com/olympia-world-secondary-school/
Om Health Campus,01-4822451,www.omcampus.edu.np/,info@omcampus.edu.np,https://www.collegesnepal.com/om-health-campus/
Opal International Secondary School,01-4471354,http://opal.edu.np,opalhsscollege@gmail.com,https://www.collegesnepal.com/opal-international-secondary-school/
Orbit International College,01-4286231,www.orbitedu.com/,info@orbitedu.com,https://www.collegesnepal.com/orbit-international-college/
Orchid International College,"01-4479744, 01-4479745",www.oic.edu.np,info@oic.edu.np,https://www.collegesnepal.com/orchid-international-college/
Orient College of Science and Management,01-4720181,www.orientcollege.com,info@orientcollege.com,https://www.collegesnepal.com/orient-college-of-science-and-management/
Oscar International College,01-4466066,oscar.edu.np,mail@oscar.edu.np,https://www.collegesnepal.com/oscar-international-college/
Oxford College,071-542419,www.oxfordcollege.edu.np/,info@oxfordacademy.edu.np,https://www.collegesnepal.com/oxford-college/
Oxford College of Engineering and Management,056-501078,www.oxfordcollege.edu.np/,info@oxfordcollege.edu.np,https://www.collegesnepal.com/oxford-college-of-engineering-and-management/
Oxford Secondary School,01-4364446,https://oxfordschoolnepal.com/,info@oxfordschoolnepal.com,https://www.collegesnepal.com/oxford-secondary-school/
Padma Kanya Campus,01-4224149,https://pkmc.tu.edu.np/,info@pkmc.tu.edu.np,https://www.collegesnepal.com/padma-kanya-campus/
Padmashree International College,01-4112252,https://padmashreecollege.edu.np,padmashreecollege@gmail.com,https://www.collegesnepal.com/padmashree-international-college/
Padmodaya Campus,082-563574,http://www.padmodayadang.com,ppmhssdang@gmail.com,https://www.collegesnepal.com/padmodaya-campus/
Padmodaya Secondary School,01-4247896,https://www.padmodayahss.edu.np/,padmodaya.hss@gmail.com,https://www.collegesnepal.com/padmodaya-secondary-school/
Palhi Campus,078-520147,https://www.collegenp.com/college/palhi-multiple-campus-nawalparasi/,info@palhicampus.edu.np,https://www.collegesnepal.com/palhi-campus/
Panchthar Campus,024-520159,https://pmcphidim.edu.np/,info@pmcphidim.edu.np,https://www.collegesnepal.com/panchthar-campus/
Panga Secondary School,01-4330069,https://www.pangaschool.edu.np/,pangaschool@gmail.com,https://www.collegesnepal.com/panga-secondary-school/
Panini Multiple Campus,077-420568,www.paninicampus.edu.np,mail@paninicampus.edu.np,https://www.collegesnepal.com/panini-multiple-campus/
Pasang Lhamu Sherpa Memorial College,01-4363000,plsmc.edu.np,info@plsmc.edu.np,https://www.collegesnepal.com/pasang-lhamu-sherpa-memorial-college/
Pascal National College,01-5916910,https://www.pascalcollege.edu.np/,info@pascalcollege.edu.np,https://www.collegesnepal.com/pascal-national-college/
Paschimanchal Campus,061-440457,http://www.wrc.edu.np,wrc@ioe.edu.np,https://www.collegesnepal.com/paschimanchal-campus/
Pashupati Multiple Campus,014-470412,www.pashupatimultiplecampus.edu.np,pashupati2037@hotmail.com,https://www.collegesnepal.com/pashupati-multiple-campus/
Patan Multiple Campus,01-5549133,pmc.tu.edu.np,info@pmc.edu.np,https://www.collegesnepal.com/patan-multiple-campus/
Patan NIST College,01-5186497,https://patannist.edu.np/,info@patannist.edu.np,https://www.collegesnepal.com/patan-nis-college/
Patanjali Ayurveda Medical College And Research Centre,011-491015,https://pamcarc.wordpress.com/,pamcarc@gmail.com,https://www.collegesnepal.com/patanjali-ayurveda-medical-college-and-research-centre/
PCPS College,01-5181033,http://www.patancollege.edu.np/,connect@patancollege.org,https://www.collegesnepal.com/patan-college-for-professional-studies-pcps/
Pentagon International College,01-4112324,https://www.pentagon.edu.np/,info@pentagonintl.com,https://www.collegesnepal.com/pentagon-international-college/
People's Dental College and Hospital,01-4359032,www.pdch.com.np,pdch@mail.com.np,https://www.collegesnepal.com/people-s-dental-college-and-hospital/
Peoples Campus,01-4251990,peoplescampus.edu.np/,pcampus@wlink.com.np,https://www.collegesnepal.com/people-s-campus/
Phoenix College of Management,01-4491697,http://phoenixcollege.edu.np/,info@phoenixcollege.edu.np,https://www.collegesnepal.com/phoenix-college-of-management/
Pinnacle College,01-5544023,pinnacle.edu.np,info@pinnacle.edu.np,https://www.collegesnepal.com/pinnacle-college/
Platinum Management College,01-4420928,www.platinumcollege.edu.np/,info@platinumcollege.edu.np.,https://www.collegesnepal.com/platinum-management-college/
Pokhara Campus,061-430469,https://pu.edu.np/,info@pu.edu.np,https://www.collegesnepal.com/pokhara-campus/
Pokhara College of Management,061-520124,https://pcm.edu.np/,info@pcm.edu.np,https://www.collegesnepal.com/pokhara-college-of-management/
Pokhara Engineering College,061-531209,pec.edu.np/,info@pec.edu.np,https://www.collegesnepal.com/pokhara-engineering-college/
Pokhara Lincoln International College,061-531964,https://www.plic.edu.np/,info@plic.edu.np,https://www.collegesnepal.com/pokhara-lincoln-international-college/
Pokhara Nursing Campus,061-520438,www.iom.edu.np,info@iom.edu.np,https://www.collegesnepal.com/pokhara-nursing-campus/
Polygon College,01-4228452,www.polygon.edu.np,info@polygon.edu.np,https://www.collegesnepal.com/polygon-college/
Precious National College,01-4353290,https://www.preciouscollege.edu.np/,info@preciouscollege.edu.np,https://www.collegesnepal.com/precious-national-college/
Premier College,01-4467468,www.premiercollege.edu.np,info@premiercollege.edu.np,https://www.collegesnepal.com/premier-college/
Premier Secondary School,01-4107138,https://www.premiercollege.edu.np/,info@premiercollege.edu.np,https://www.collegesnepal.com/premier-secondary-school/
Presidency College of Management Sciences,056-524278,www.pcms.edu.np,info@pcms.edu.np,https://www.collegesnepal.com/presidency-college-of-management-sciences/
Presidential Graduate School,01-4497706,http://www.presidential.edu.np,info@presidential.edu.np,https://www.collegesnepal.com/presidential-business-school/
Prime College,"01-4961690, 01-4970072",www.prime.edu.np,info@prime.edu.np,https://www.collegesnepal.com/prime-college/
Prime Global School,01-4960180,https://primeglobalschool.edu.np/,pgs@prime.edu.np,https://www.collegesnepal.com/prime-international-school/
Prithu Technical College,9857841335,http://prithucollege.edu.np/,ptc.iaas@gmail.com,https://www.collegesnepal.com/prithu-technical-college/
Prithvi Narayan Campus,61-576837,https://www.pncampus.edu.np/,info@pncampus.edu.np,https://www.collegesnepal.com/prithvi-narayan-campus/
Public Administration Campus,01-4673011,http://cdpa.edu.np/affiliated/public-administration-campus/,info@pactu.edu.np,https://www.collegesnepal.com/public-administration-campus/
Public Youth Campus,01-4259141,www.pyc.edu.np,info@pyc.edu.np,https://www.collegesnepal.com/public-youth-campus/
Pulchowk Campus,01-5543078,www.pcampus.edu.np,sysadmin@ioe.edu.np,https://www.collegesnepal.com/pulchowk-campus/
Purbanchal University College of Medical and Allied Sciences,021-426008,http://pufomas.edu.np,dean@pufomas.edu.np / info@pufomas.edu.np,https://www.collegesnepal.com/purbanchal-university-college-of-medical-and-allied-sciences/
Purbanchal University School of Engineering and Technology,021-426033,http://www.purbanchaluniversity.edu.np/,info@pufoe.edu.np,https://www.collegesnepal.com/purbanchal-university-school-of-engineering-and-technology/
Purwanchal Campus,025-526304,https://www.ioepc.edu.np/,ioepcd@ioepc.edu.np,https://www.collegesnepal.com/purwanchal-campus/
Pushpasadan Boarding Secondary School,01-4331827,https://pushpasadan.edu.np/,info@pushpasadan.edu.np,https://www.collegesnepal.com/pushpasadan-secondary-school/
Pyramid International College,01-4477142,www.pyraidinternational.edu.np,info@pyramidinternational.edu.np,https://www.collegesnepal.com/pyramid-international-college/
Quest International College,01-5547669,www.quest.edu.np,info@quest.edu.np,https://www.collegesnepal.com/quest-international-college/
Rajarshi Janak Campus,041-426033,https://rjc.edu.np/,rjcjanakpur@gmail.com,https://www.collegesnepal.com/rajarshi-janak-campus/
Rajdhani Model College,01-4471162,rmccollege.edu.np,info@rmccollege.edu.np,https://www.collegesnepal.com/rajdhani-model-college/
Ram Raja  Bikram Shah Multiple Campus,053-550204,ramraja.edu.np,ramrajamultiplecampus@gmail.com,https://www.collegesnepal.com/ram-raja-bikram-shah-multiple-campus/
Ram Raja Mohan Bikram Shah Campus,053-550204,www.ramraja.edu.np,info@ramraja.edu.np,https://www.collegesnepal.com/ram-raja-mohan-bikram-shah-campus/
Ram Tulasi Secondary School,+977-75-400217,https://www.ramtulasi.edu.np/,ramtulasirampur@gmail.com,https://www.collegesnepal.com/ram-tulasi-secondary-school/
Rammani Multiple Campus,071-560226,www.rammani.edu.np,rmcrupandehi@gmail.com,https://www.collegesnepal.com/rammani-multiple-campus/
Rampur Campus,056-583002,http://www.iaas.edu.np,info@rc.tu.edu.np,https://www.collegesnepal.com/rampur-campus/
Rapti Babai Campus,082-520316,https://rbc.edu.np/,rbcdang@gmail.com,https://www.collegesnepal.com/rapti-babai-campus/
Rapti Engineering College,082-562601,http://rec.edu.np,"info@rec.edu.np, rcem_dang@yahoo.com",https://www.collegesnepal.com/rapti-engineering-college/
Rapti Technical School,+977-82-4130022,http://rts.org.np,ctevtrtsdang@gmail.com,https://www.collegesnepal.com/rapti-technical-school/
Rarahil Memorial School,01-4330121,https://rarahil.edu.np/,rarahil@mail.com.np,https://www.collegesnepal.com/rarahil-memorial-school/
Ratna Rajya Laxmi Campus,01-4225819,https://ratnarajyalaxmicampus.edu.np/,info@ratnarajyalaxmicampus.edu.np,https://www.collegesnepal.com/ratna-rajya-laxmi-campus/
Rato Bangala School,01-5534318,https://ratobangala.edu.np/home,info@ratobangala.edu.np,https://www.collegesnepal.com/rato-bangala-school/
Rehdon College,01-4964106,https://rehdon.edu.np,info@rehdon.edu.np,https://www.collegesnepal.com/rehdon-college/
